REAL - Entrada,REAL - Saída,tpv_usina,cum_avg
2021-03-05,2021-03-05 08:30:00,2.6133333333333333,2.3949999999999996
2021-03-05,2021-03-05 09:00:00,3.225,2.5041666666666664
2021-03-05,2021-03-05 09:30:00,2.9050000000000002,2.744444444444445
2021-03-05,2021-03-05 10:00:00,2.4000000000000004,2.7845833333333334
2021-03-05,2021-03-05 10:30:00,3.6975000000000002,2.7076666666666664
2021-03-05,2021-03-05 11:00:00,3.2699999999999996,2.8726388888888894
2021-03-05,2021-03-05 11:30:00,4.016666666666667,2.9294047619047623
2021-03-05,2021-03-05 12:00:00,3.65,3.0653125
2021-03-05,2021-03-05 12:30:00,3.966,3.1302777777777777
2021-03-05,2021-03-05 13:00:00,2.8,3.21385
2021-03-05,2021-03-05 13:30:00,5.775,3.1762272727272727
2021-03-05,2021-03-05 14:00:00,5.194,3.392791666666666
2021-03-05,2021-03-05 14:30:00,4.452,3.5313461538461537
2021-03-05,2021-03-05 15:00:00,4.6049999999999995,3.5971071428571433
2021-03-05,2021-03-05 15:30:00,2.8899999999999997,3.6643
2021-03-05,2021-03-05 16:00:00,5.561999999999999,3.61590625
2021-03-05,2021-03-05 16:30:00,10.87,3.730382352941176
2021-03-05,2021-03-05 17:00:00,5.951666666666667,4.127027777777777
2021-03-05,2021-03-05 17:30:00,5.529999999999999,4.223061403508772
2021-03-05,2021-03-05 18:00:00,6.375,4.288408333333333
2021-03-05,2021-03-05 18:30:00,4.25,4.387769841269841
2021-03-05,2021-03-05 19:00:00,3.02,4.381507575757576
2021-03-05,2021-03-05 19:30:00,5.88,4.3223115942028985
2021-03-05,2021-03-05 20:30:00,5.885000000000001,4.387215277777778
2021-03-05,2021-03-05 21:00:00,8.583333333333334,4.447126666666667
2021-03-05,2021-03-05 21:30:00,7.102857142857142,4.6062115384615385
2021-03-05,2021-03-05 22:00:00,5.863333333333333,4.698679894179894
2021-03-05,2021-03-05 22:30:00,4.68,4.740274659863945
2021-03-05,2021-03-05 23:00:00,5.905,4.738196223316913
2021-03-05,2021-03-05 23:30:00,6.7425,4.777089682539682
2021-03-05,2021-03-06 00:00:00,5.255000000000001,4.8404900153609836
2021-03-05,2021-03-06 00:30:00,8.67,4.853443452380953
2021-03-05,2021-03-06 01:00:00,9.09,4.969096681096681
2021-03-05,2021-03-06 01:30:00,6.793333333333333,5.090299719887955
2021-03-05,2021-03-06 02:00:00,6.135,5.138957823129252
2021-03-05,2021-03-06 02:30:00,9.493333333333334,5.166625661375661
2021-03-05,2021-03-06 03:00:00,8.479999999999999,5.283563706563707
2021-03-05,2021-03-06 04:00:00,7.709999999999999,5.367680451127819
2021-03-05,2021-03-06 04:30:00,10.506666666666668,5.427739926739927
2021-03-05,2021-03-06 05:00:00,10.025,5.554713095238094
2021-03-05,2021-03-06 12:00:00,20.3,5.663744483159117
2021-03-06,2021-03-06 07:30:00,1.8933333333333333,1.8933333333333333
2021-03-06,2021-03-06 08:00:00,1.9000000000000001,1.8933333333333333
2021-03-06,2021-03-06 08:30:00,2.4266666666666667,1.896666666666667
2021-03-06,2021-03-06 09:00:00,2.7325,2.0733333333333337
2021-03-06,2021-03-06 09:30:00,2.776666666666667,2.238125
2021-03-06,2021-03-06 10:00:00,3.8575,2.345833333333333
2021-03-06,2021-03-06 10:30:00,2.9175,2.5977777777777775
2021-03-06,2021-03-06 11:00:00,3.39,2.643452380952381
2021-03-06,2021-03-06 11:30:00,2.615,2.736770833333333
2021-03-06,2021-03-06 12:00:00,3.445,2.7232407407407404
2021-03-06,2021-03-06 12:30:00,2.9600000000000004,2.7954166666666667
2021-03-06,2021-03-06 13:00:00,4.380000000000001,2.810378787878788
2021-03-06,2021-03-06 13:30:00,4.223333333333334,2.941180555555555
2021-03-06,2021-03-06 14:00:00,4.908333333333333,3.0398076923076927
2021-03-06,2021-03-06 14:30:00,3.6033333333333335,3.1732738095238098
2021-03-06,2021-03-06 15:30:00,5.12,3.2019444444444445
2021-03-06,2021-03-06 16:00:00,4.47,3.321822916666667
2021-03-06,2021-03-06 16:30:00,5.328,3.389362745098039
2021-03-06,2021-03-06 17:00:00,5.678571428571429,3.4970648148148147
2021-03-06,2021-03-06 17:30:00,5.4425,3.611880952380953
2021-03-06,2021-03-06 18:00:00,4.503333333333333,3.703411904761905
2021-03-06,2021-03-06 18:30:00,6.73,3.741503401360544
2021-03-06,2021-03-06 19:00:00,2.27,3.877344155844156
2021-03-06,2021-03-06 19:30:00,3.935,3.8074596273291927
2021-03-06,2021-03-06 20:00:00,5.266666666666667,3.8127738095238097
2021-03-06,2021-03-06 20:30:00,3.855,3.870929523809524
2021-03-06,2021-03-06 21:00:00,5.4350000000000005,3.8703168498168496
2021-03-06,2021-03-06 21:30:00,7.855,3.9282680776014107
2021-03-06,2021-03-06 22:00:00,8.15,4.06850850340136
2021-03-06,2021-03-06 22:30:00,6.425,4.209249589490969
2021-03-06,2021-03-06 23:30:00,6.01,4.283107936507936
2021-03-06,2021-03-07 00:00:00,8.733333333333333,4.3388141321044555
2021-03-06,2021-03-07 00:30:00,8.2,4.476142857142857
2021-03-06,2021-03-07 01:00:00,9.215,4.588987012987013
2021-03-06,2021-03-07 05:30:00,14.18,4.725046218487395
2021-03-07,2021-03-07 08:00:00,1.4649999999999999,1.4649999999999999
2021-03-07,2021-03-07 08:30:00,1.9125,1.4649999999999999
2021-03-07,2021-03-07 09:00:00,2.0033333333333334,1.68875
2021-03-07,2021-03-07 09:30:00,1.59,1.793611111111111
2021-03-07,2021-03-07 10:00:00,2.805,1.7427083333333337
2021-03-07,2021-03-07 10:30:00,3.17,1.9551666666666665
2021-03-07,2021-03-07 14:00:00,4.17,2.157638888888889
2021-03-07,2021-03-07 15:00:00,5.72,2.445119047619048
2021-03-08,2021-03-08 07:00:00,1.26,1.2599999999999998
2021-03-08,2021-03-08 07:30:00,1.2400000000000002,1.2599999999999998
2021-03-08,2021-03-08 08:00:00,2.3866666666666667,1.25
2021-03-08,2021-03-08 08:30:00,2.5566666666666666,1.6288888888888888
2021-03-08,2021-03-08 09:00:00,2.7825,1.8608333333333333
2021-03-08,2021-03-08 09:30:00,2.59,2.045166666666667
2021-03-08,2021-03-08 10:00:00,3.71,2.135972222222222
2021-03-08,2021-03-08 10:30:00,3.05,2.360833333333333
2021-03-08,2021-03-08 11:00:00,4.1659999999999995,2.4469791666666665
2021-03-08,2021-03-08 11:30:00,3.5300000000000002,2.6379814814814813
2021-03-08,2021-03-08 12:00:00,4.883333333333333,2.7271833333333335
2021-03-08,2021-03-08 12:30:00,3.285,2.923196969696969
2021-03-08,2021-03-08 13:00:00,3.5766666666666667,2.953347222222222
2021-03-08,2021-03-08 13:30:00,4.973333333333334,3.0012948717948715
2021-03-08,2021-03-08 14:00:00,5.066666666666666,3.142154761904762
2021-03-08,2021-03-08 14:30:00,4.92,3.2704555555555554
2021-03-08,2021-03-08 15:00:00,5.3,3.3735520833333332
2021-03-08,2021-03-08 15:30:00,4.135,3.486872549019608
2021-03-08,2021-03-08 16:00:00,4.595,3.52287962962963
2021-03-08,2021-03-08 16:30:00,7.765000000000001,3.5793070175438597
2021-03-08,2021-03-08 17:00:00,4.5075,3.788591666666666
2021-03-08,2021-03-08 18:00:00,6.4433333333333325,3.8228253968253973
2021-03-08,2021-03-08 18:30:00,5.0600000000000005,3.941939393939394
2021-03-08,2021-03-08 19:00:00,4.7,3.990550724637681
2021-03-08,2021-03-08 19:30:00,6.029999999999999,4.0201111111111105
2021-03-08,2021-03-08 20:00:00,6.25,4.100506666666666
2021-03-08,2021-03-08 20:30:00,4.6274999999999995,4.183179487179487
2021-03-08,2021-03-08 21:00:00,3.6966666666666668,4.199635802469135
2021-03-08,2021-03-08 21:30:00,6.345000000000001,4.181672619047619
2021-03-08,2021-03-08 22:00:00,6.008333333333333,4.256270114942529
2021-03-08,2021-03-08 22:30:00,6.97,4.314672222222223
2021-03-08,2021-03-08 23:00:00,5.98,4.400327956989248
2021-03-08,2021-03-08 23:30:00,9.004999999999999,4.449692708333333
2021-03-08,2021-03-09 00:00:00,7.09,4.587732323232323
2021-03-08,2021-03-09 00:30:00,6.1,4.6613284313725485
2021-03-08,2021-03-09 01:30:00,6.47,4.702433333333333
2021-03-08,2021-03-09 02:00:00,3.35,4.7515324074074075
2021-03-08,2021-03-09 02:30:00,7.26,4.713653153153153
2021-03-08,2021-03-09 03:00:00,7.03,4.780662280701755
2021-03-08,2021-03-09 03:30:00,11.155000000000001,4.838337606837607
2021-03-08,2021-03-09 04:00:00,9.719999999999999,4.996254166666667
2021-03-08,2021-03-09 04:30:00,10.013333333333334,5.111467479674797
2021-03-08,2021-03-09 05:00:00,6.91,5.228178571428572
2021-03-08,2021-03-09 06:00:00,7.56,5.267290697674418
2021-03-09,2021-03-09 05:30:00,5.5,5.5
2021-03-09,2021-03-09 06:00:00,0.9,5.5
2021-03-09,2021-03-09 07:30:00,2.32,3.1999999999999993
2021-03-09,2021-03-09 08:00:00,2.63,2.9066666666666663
2021-03-09,2021-03-09 08:30:00,3.216666666666667,2.8375
2021-03-09,2021-03-09 09:00:00,2.7099999999999995,2.9133333333333336
2021-03-09,2021-03-09 09:30:00,3.0,2.8794444444444447
2021-03-09,2021-03-09 10:00:00,2.845,2.896666666666667
2021-03-09,2021-03-09 10:30:00,3.065,2.8902083333333333
2021-03-09,2021-03-09 11:00:00,3.27,2.9096296296296296
2021-03-09,2021-03-09 11:30:00,2.42,2.9456666666666664
2021-03-09,2021-03-09 12:00:00,1.955,2.897878787878788
2021-03-09,2021-03-09 12:30:00,3.04,2.8193055555555557
2021-03-09,2021-03-09 13:00:00,4.71,2.836282051282051
2021-03-09,2021-03-09 13:30:00,4.488571428571428,2.9701190476190478
2021-03-09,2021-03-09 14:00:00,5.576666666666667,3.0713492063492063
2021-03-09,2021-03-09 14:30:00,6.515000000000001,3.2279315476190478
2021-03-09,2021-03-09 15:00:00,4.64,3.4212885154061627
2021-03-09,2021-03-09 15:30:00,5.1,3.4889947089947086
2021-03-09,2021-03-09 16:00:00,6.625,3.573784461152882
2021-03-09,2021-03-09 16:30:00,5.1899999999999995,3.726345238095238
2021-03-09,2021-03-09 17:00:00,5.483333333333333,3.7960430839002264
2021-03-09,2021-03-09 17:30:00,5.669999999999999,3.872738095238095
2021-03-09,2021-03-09 18:00:00,5.7625,3.950879917184265
2021-03-09,2021-03-09 18:30:00,1.14,4.026364087301587
2021-03-09,2021-03-09 19:00:00,4.4816666666666665,3.910909523809524
2021-03-09,2021-03-09 19:30:00,2.335,3.932861721611722
2021-03-09,2021-03-09 20:00:00,4.4,3.8736816578483246
2021-03-09,2021-03-09 20:30:00,5.551428571428572,3.8924787414965984
2021-03-09,2021-03-09 21:00:00,7.217499999999999,3.949683908045977
2021-03-09,2021-03-09 21:30:00,7.1425,4.058611111111111
2021-03-09,2021-03-09 22:00:00,6.6866666666666665,4.1580913978494625
2021-03-09,2021-03-09 22:30:00,7.6899999999999995,4.237109375
2021-03-09,2021-03-09 23:00:00,7.65,4.341742424242424
2021-03-09,2021-03-09 23:30:00,9.093333333333334,4.439044117647059
2021-03-09,2021-03-10 00:00:00,3.245,4.572023809523809
2021-03-09,2021-03-10 00:30:00,4.72,4.535162037037037
2021-03-09,2021-03-10 01:00:00,2.915,4.540157657657658
2021-03-09,2021-03-10 01:30:00,4.963333333333333,4.497390350877193
2021-03-09,2021-03-10 02:00:00,7.82,4.509337606837607
2021-03-09,2021-03-10 02:30:00,11.9,4.592104166666667
2021-03-09,2021-03-10 03:30:00,7.055,4.770345528455284
2021-03-09,2021-03-10 04:00:00,5.69,4.824742063492063
2021-03-09,2021-03-10 11:00:00,13.77,4.8448643410852705
2021-03-10,2021-03-10 07:30:00,1.495,1.495
2021-03-10,2021-03-10 08:00:00,2.105,1.495
2021-03-10,2021-03-10 08:30:00,1.53,1.7999999999999998
2021-03-10,2021-03-10 09:00:00,1.6166666666666665,1.71
2021-03-10,2021-03-10 10:00:00,2.005,1.6866666666666668
2021-03-10,2021-03-10 10:30:00,3.06,1.7503333333333333
2021-03-10,2021-03-10 11:00:00,2.9725,1.9686111111111113
2021-03-10,2021-03-10 11:30:00,3.16,2.1120238095238095
2021-03-10,2021-03-10 12:00:00,3.295,2.2430208333333335
2021-03-10,2021-03-10 12:30:00,3.57,2.359907407407407
2021-03-10,2021-03-10 13:00:00,2.3066666666666666,2.480916666666667
2021-03-10,2021-03-10 13:30:00,6.013333333333333,2.4650757575757574
2021-03-10,2021-03-10 14:00:00,4.332222222222223,2.760763888888889
2021-03-10,2021-03-10 14:30:00,4.023333333333333,2.8816452991452994
2021-03-10,2021-03-10 15:30:00,5.0,2.9631944444444445
2021-03-10,2021-03-10 16:00:00,4.8475,3.098981481481481
2021-03-10,2021-03-10 16:30:00,4.796666666666667,3.208263888888889
2021-03-10,2021-03-10 17:00:00,3.5549999999999997,3.3016993464052287
2021-03-10,2021-03-10 17:30:00,6.755,3.3157716049382713
2021-03-10,2021-03-10 18:30:00,5.258333333333334,3.496783625730994
2021-03-10,2021-03-10 19:00:00,5.255,3.584861111111111
2021-03-10,2021-03-10 19:30:00,8.068333333333333,3.6643915343915348
2021-03-10,2021-03-10 20:00:00,5.4,3.8645707070707065
2021-03-10,2021-03-10 20:30:00,6.756666666666667,3.9313285024154596
2021-03-10,2021-03-10 21:00:00,6.955,4.049050925925926
2021-03-10,2021-03-10 21:30:00,7.390000000000001,4.165288888888889
2021-03-10,2021-03-10 22:00:00,5.255714285714285,4.289316239316239
2021-03-10,2021-03-10 22:30:00,4.245,4.325108759553204
2021-03-10,2021-03-10 23:00:00,5.18,4.3222477324263044
2021-03-10,2021-03-10 23:30:00,7.005,4.351825396825397
2021-03-10,2021-03-11 00:00:00,9.01,4.44026455026455
2021-03-10,2021-03-11 00:30:00,2.66,4.587675371223758
2021-03-10,2021-03-11 01:00:00,7.023333333333333,4.527435515873016
2021-03-10,2021-03-11 01:30:00,6.37,4.6030687830687835
2021-03-10,2021-03-11 02:00:00,4.37,4.655037348272642
2021-03-10,2021-03-11 02:30:00,3.92,4.646893424036282
2021-03-10,2021-03-11 03:00:00,6.880000000000001,4.626701940035273
2021-03-10,2021-03-11 03:30:00,6.4399999999999995,4.687601887601888
2021-03-10,2021-03-11 04:00:00,9.14,4.7337176274018375
2021-03-10,2021-03-11 04:30:00,7.0,4.8466992266992275
2021-03-10,2021-03-11 05:00:00,6.78,4.900531746031747
2021-03-10,2021-03-11 05:30:00,19.81,4.946372435152924
2021-03-11,2021-03-11 02:30:00,2.21,2.21
2021-03-11,2021-03-11 05:30:00,4.66,2.21
2021-03-11,2021-03-11 07:30:00,2.73,3.4349999999999996
2021-03-11,2021-03-11 08:00:00,2.59,3.1999999999999997
2021-03-11,2021-03-11 08:30:00,2.3699999999999997,3.0475
2021-03-11,2021-03-11 09:00:00,2.81,2.912
2021-03-11,2021-03-11 09:30:00,1.9449999999999998,2.8949999999999996
2021-03-11,2021-03-11 10:00:00,3.3033333333333332,2.759285714285714
2021-03-11,2021-03-11 10:30:00,3.29,2.8272916666666665
2021-03-11,2021-03-11 11:00:00,4.222857142857142,2.8787037037037035
2021-03-11,2021-03-11 11:30:00,4.34,3.013119047619047
2021-03-11,2021-03-11 12:00:00,3.936666666666667,3.1337445887445883
2021-03-11,2021-03-11 12:30:00,4.03,3.2006547619047616
2021-03-11,2021-03-11 13:00:00,4.71,3.264450549450549
2021-03-11,2021-03-11 13:30:00,4.683333333333334,3.3677040816326533
2021-03-11,2021-03-11 14:00:00,4.121666666666667,3.4554126984126983
2021-03-11,2021-03-11 14:30:00,5.07,3.4970535714285713
2021-03-11,2021-03-11 15:30:00,6.945,3.589579831932773
2021-03-11,2021-03-11 16:00:00,5.0625,3.7759920634920636
2021-03-11,2021-03-11 16:30:00,4.933999999999999,3.843703007518797
2021-03-11,2021-03-11 17:00:00,5.4,3.898217857142857
2021-03-11,2021-03-11 17:30:00,4.922857142857143,3.969731292517007
2021-03-11,2021-03-11 18:00:00,3.148,4.013055194805195
2021-03-11,2021-03-11 18:30:00,5.55,3.975444099378882
2021-03-11,2021-03-11 19:00:00,4.282,4.0410505952380955
2021-03-11,2021-03-11 19:30:00,4.498888888888889,4.050688571428571
2021-03-11,2021-03-11 20:00:00,4.208333333333333,4.067927045177045
2021-03-11,2021-03-11 20:30:00,2.64,4.0731272780717225
2021-03-11,2021-03-11 21:00:00,5.372,4.021944160997732
2021-03-11,2021-03-11 21:30:00,3.785,4.0684978106185
2021-03-11,2021-03-11 22:00:00,5.154999999999999,4.059047883597883
2021-03-11,2021-03-11 22:30:00,7.41,4.094401177675371
2021-03-11,2021-03-11 23:00:00,2.15,4.1980136408730155
2021-03-11,2021-03-11 23:30:00,4.62,4.135952621452621
2021-03-11,2021-03-12 00:00:00,8.120000000000001,4.150189309056956
2021-03-11,2021-03-12 00:30:00,5.235,4.263612471655328
2021-03-11,2021-03-12 01:00:00,5.303333333333334,4.290595458553792
2021-03-11,2021-03-12 01:30:00,4.91,4.317966752466752
2021-03-11,2021-03-12 02:00:00,8.16,4.333546574770259
2021-03-11,2021-03-12 02:30:00,5.93,4.431660765160765
2021-03-12,2021-03-12 07:00:00,1.75,1.75
2021-03-12,2021-03-12 07:30:00,1.92,1.75
2021-03-12,2021-03-12 08:00:00,2.8600000000000003,1.835
2021-03-12,2021-03-12 08:30:00,2.3833333333333333,2.176666666666667
2021-03-12,2021-03-12 09:00:00,2.9642857142857144,2.2283333333333335
2021-03-12,2021-03-12 09:30:00,2.4225,2.37552380952381
2021-03-12,2021-03-12 10:00:00,2.2350000000000003,2.3833531746031746
2021-03-12,2021-03-12 10:30:00,3.885,2.3621598639455783
2021-03-12,2021-03-12 11:00:00,3.5549999999999997,2.5525148809523808
2021-03-12,2021-03-12 11:30:00,2.8866666666666667,2.6639021164021166
2021-03-12,2021-03-12 12:00:00,3.465,2.686178571428571
2021-03-12,2021-03-12 12:30:00,4.5125,2.7569805194805195
2021-03-12,2021-03-12 13:00:00,3.995,2.9032738095238098
2021-03-12,2021-03-12 13:30:00,5.08,2.987252747252747
2021-03-12,2021-03-12 14:00:00,2.77,3.1367346938775507
2021-03-12,2021-03-12 14:30:00,5.42,3.112285714285714
2021-03-12,2021-03-12 15:00:00,6.36,3.2565178571428572
2021-03-12,2021-03-12 15:30:00,5.712,3.4390756302521006
2021-03-12,2021-03-12 16:00:00,5.583333333333333,3.565349206349207
2021-03-12,2021-03-12 16:30:00,3.3449999999999998,3.671558897243108
2021-03-12,2021-03-12 17:00:00,5.78,3.6552309523809527
2021-03-12,2021-03-12 17:30:00,5.036,3.756410430839002
2021-03-12,2021-03-12 18:00:00,5.0649999999999995,3.8145735930735936
2021-03-12,2021-03-12 18:30:00,6.27,3.868939958592133
2021-03-12,2021-03-12 19:00:00,6.728,3.968984126984127
2021-03-12,2021-03-12 19:30:00,8.06,4.079344761904761
2021-03-12,2021-03-12 20:00:00,6.795,4.232446886446886
2021-03-12,2021-03-12 20:30:00,5.596666666666667,4.327356261022928
2021-03-12,2021-03-12 21:00:00,7.596666666666667,4.372688775510205
2021-03-12,2021-03-12 21:30:00,6.289999999999999,4.483860426929393
2021-03-12,2021-03-12 22:00:00,5.6325,4.54406507936508
2021-03-12,2021-03-12 22:30:00,5.09,4.579175883256529
2021-03-12,2021-03-12 23:00:00,9.059999999999999,4.595139136904762
2021-03-12,2021-03-12 23:30:00,7.04,4.730437950937951
2021-03-12,2021-03-13 00:00:00,6.446666666666666,4.798366246498599
2021-03-12,2021-03-13 00:30:00,8.899999999999999,4.845460544217687
2021-03-12,2021-03-13 01:30:00,8.58,4.95808664021164
2021-03-12,2021-03-13 02:00:00,7.403333333333333,5.055976190476191
2021-03-12,2021-03-13 02:30:00,7.085,5.117748746867167
2021-03-12,2021-03-13 03:00:00,7.725,5.168191086691087
2021-03-12,2021-03-13 03:30:00,7.06,5.232111309523809
2021-03-12,2021-03-13 04:30:00,8.6,5.276693960511034
2021-03-13,2021-03-13 07:30:00,2.67,2.6700000000000004
2021-03-13,2021-03-13 08:00:00,2.9233333333333333,2.6700000000000004
2021-03-13,2021-03-13 08:30:00,2.6966666666666668,2.796666666666666
2021-03-13,2021-03-13 09:00:00,2.2375,2.763333333333333
2021-03-13,2021-03-13 09:30:00,2.5925000000000002,2.631875
2021-03-13,2021-03-13 10:00:00,2.4499999999999997,2.624
2021-03-13,2021-03-13 10:30:00,2.44,2.5949999999999998
2021-03-13,2021-03-13 11:00:00,2.134,2.5728571428571425
2021-03-13,2021-03-13 11:30:00,3.59,2.518
2021-03-13,2021-03-13 12:00:00,3.9583333333333335,2.6371111111111114
2021-03-13,2021-03-13 12:30:00,1.92,2.769233333333333
2021-03-13,2021-03-13 13:00:00,3.718,2.6920303030303034
2021-03-13,2021-03-13 13:30:00,2.11,2.777527777777778
2021-03-13,2021-03-13 14:00:00,1.74,2.7261794871794867
2021-03-13,2021-03-13 14:30:00,4.188000000000001,2.655738095238095
2021-03-13,2021-03-13 15:30:00,4.875,2.7578888888888886
2021-03-13,2021-03-13 16:30:00,3.41,2.8902083333333337
2021-03-13,2021-03-13 17:00:00,4.305,2.9207843137254903
2021-03-13,2021-03-13 17:30:00,4.5200000000000005,2.997685185185185
2021-03-13,2021-03-13 18:00:00,3.2275,3.0778070175438597
2021-03-13,2021-03-13 18:30:00,5.16,3.0852916666666665
2021-03-13,2021-03-13 19:00:00,4.816666666666666,3.184087301587302
2021-03-13,2021-03-13 19:30:00,4.1125,3.2582954545454546
2021-03-13,2021-03-13 20:00:00,4.931666666666667,3.295434782608695
2021-03-13,2021-03-13 20:30:00,5.115,3.3636111111111116
2021-03-13,2021-03-13 21:00:00,5.4525,3.433666666666667
2021-03-13,2021-03-13 21:30:00,6.165,3.511314102564102
2021-03-13,2021-03-13 22:30:00,7.875,3.6095987654320987
2021-03-13,2021-03-14 00:30:00,7.02,3.7619345238095243
2021-03-13,2021-03-14 01:00:00,11.12,3.874281609195402
2021-03-13,2021-03-14 02:00:00,10.77,4.115805555555556
2021-03-13,2021-03-14 02:30:00,10.186666666666667,4.330456989247312
2021-03-13,2021-03-14 03:00:00,9.626666666666667,4.513463541666667
2021-03-13,2021-03-14 03:30:00,8.22,4.668409090909091
2021-03-13,2021-03-14 04:30:00,11.34,4.772867647058824
2021-03-13,2021-03-14 05:00:00,11.403333333333334,4.960500000000001
2021-03-13,2021-03-14 06:00:00,12.11,5.139467592592592
2021-03-15,2021-03-15 07:30:00,2.4,2.4000000000000004
2021-03-15,2021-03-15 08:00:00,2.42,2.4000000000000004
2021-03-15,2021-03-15 08:30:00,3.01,2.41
2021-03-15,2021-03-15 09:00:00,3.0775,2.6099999999999994
2021-03-15,2021-03-15 09:30:00,1.9,2.7268749999999997
2021-03-15,2021-03-15 10:00:00,1.75,2.5614999999999997
2021-03-15,2021-03-15 10:30:00,3.0774999999999997,2.4262499999999996
2021-03-15,2021-03-15 11:00:00,4.2125,2.519285714285714
2021-03-15,2021-03-15 11:30:00,4.772,2.7309375000000005
2021-03-15,2021-03-15 12:00:00,5.8475,2.957722222222222
2021-03-15,2021-03-15 12:30:00,4.529999999999999,3.2466999999999997
2021-03-15,2021-03-15 13:00:00,4.093333333333333,3.3633636363636366
2021-03-15,2021-03-15 13:30:00,3.87,3.4241944444444443
2021-03-15,2021-03-15 14:00:00,4.475,3.458487179487179
2021-03-15,2021-03-15 14:30:00,3.85,3.531095238095238
2021-03-15,2021-03-15 15:00:00,5.793333333333333,3.5523555555555553
2021-03-15,2021-03-15 15:30:00,5.463333333333334,3.692416666666667
2021-03-15,2021-03-15 16:00:00,7.405,3.796588235294118
2021-03-15,2021-03-15 16:30:00,5.1325,3.997055555555556
2021-03-15,2021-03-15 17:00:00,4.4799999999999995,4.056815789473684
2021-03-15,2021-03-15 17:30:00,2.75,4.077975
2021-03-15,2021-03-15 18:00:00,3.0500000000000003,4.014738095238095
2021-03-15,2021-03-15 18:30:00,4.265,3.9708863636363634
2021-03-15,2021-03-15 19:00:00,7.13,3.983673913043478
2021-03-15,2021-03-15 19:30:00,7.364,4.114770833333333
2021-03-15,2021-03-15 20:00:00,8.58,4.24474
2021-03-15,2021-03-15 20:30:00,7.746666666666667,4.411480769230769
2021-03-15,2021-03-15 21:00:00,6.035,4.535006172839506
2021-03-15,2021-03-15 21:30:00,6.715,4.588577380952381
2021-03-15,2021-03-15 22:00:00,6.74,4.661902298850575
2021-03-15,2021-03-15 22:30:00,7.09,4.731172222222223
2021-03-15,2021-03-15 23:00:00,3.8,4.807263440860215
2021-03-15,2021-03-15 23:30:00,5.32,4.775786458333333
2021-03-15,2021-03-16 00:00:00,7.57,4.7922777777777785
2021-03-15,2021-03-16 00:30:00,9.41,4.873975490196079
2021-03-15,2021-03-16 01:00:00,9.5,5.003576190476191
2021-03-15,2021-03-16 01:30:00,9.485,5.128476851851851
2021-03-15,2021-03-16 02:00:00,10.52,5.2462207207207205
2021-03-15,2021-03-16 02:30:00,9.1,5.385004385964912
2021-03-15,2021-03-16 03:30:00,10.39,5.480260683760684
2021-03-15,2021-03-16 05:00:00,10.530000000000001,5.603004166666667
2021-03-15,2021-03-16 05:30:00,12.5,5.723174796747967
2021-03-15,2021-03-16 06:00:00,9.983333333333334,5.8845277777777785
2021-03-15,2021-03-16 06:30:00,11.07,5.979848837209303
2021-03-15,2021-03-16 07:30:00,11.355,6.09553409090909
2021-03-16,2021-03-16 08:00:00,1.64,1.6399999999999997
2021-03-16,2021-03-16 08:30:00,2.66,1.6399999999999997
2021-03-16,2021-03-16 09:30:00,3.0279999999999996,2.15
2021-03-16,2021-03-16 10:00:00,3.07,2.4426666666666663
2021-03-16,2021-03-16 10:30:00,2.535,2.5995
2021-03-16,2021-03-16 11:00:00,3.312,2.5866
2021-03-16,2021-03-16 11:30:00,4.631111111111111,2.7075
2021-03-16,2021-03-16 12:00:00,4.636666666666667,2.9823015873015875
2021-03-16,2021-03-16 12:30:00,5.555,3.1890972222222222
2021-03-16,2021-03-16 13:00:00,2.64,3.451975308641975
2021-03-16,2021-03-16 13:30:00,5.195,3.3707777777777777
2021-03-16,2021-03-16 14:00:00,6.545,3.536616161616161
2021-03-16,2021-03-16 14:30:00,5.0475,3.787314814814815
2021-03-16,2021-03-16 15:00:00,7.16,3.8842521367521363
2021-03-16,2021-03-16 15:30:00,7.845000000000001,4.118234126984127
2021-03-16,2021-03-16 16:00:00,5.78,4.366685185185186
2021-03-16,2021-03-16 16:30:00,5.476,4.4550173611111115
2021-03-16,2021-03-16 17:00:00,6.232857142857143,4.515075163398693
2021-03-16,2021-03-16 17:30:00,5.576666666666667,4.610507495590829
2021-03-16,2021-03-16 18:00:00,5.045,4.661357978279031
2021-03-16,2021-03-16 18:30:00,4.3999999999999995,4.680540079365079
2021-03-16,2021-03-16 19:00:00,6.022,4.667181027966742
2021-03-16,2021-03-16 19:30:00,4.746666666666667,4.728763708513709
2021-03-16,2021-03-16 20:00:00,3.453333333333333,4.72954209799862
2021-03-16,2021-03-16 20:30:00,4.755,4.676366732804233
2021-03-16,2021-03-16 21:00:00,6.066666666666666,4.679512063492064
2021-03-16,2021-03-16 21:30:00,4.636666666666667,4.732864163614163
2021-03-16,2021-03-16 22:00:00,5.32,4.7293012933568495
2021-03-16,2021-03-16 22:30:00,3.8619999999999997,4.750397675736962
2021-03-16,2021-03-16 23:00:00,4.626666666666666,4.719763273125342
2021-03-16,2021-03-16 23:30:00,8.42,4.716660052910053
2021-03-16,2021-03-17 00:00:00,5.423333333333333,4.836122631848438
2021-03-16,2021-03-17 00:30:00,5.8475,4.854472966269841
2021-03-16,2021-03-17 01:00:00,7.4775,4.884564694564695
2021-03-16,2021-03-17 01:30:00,6.626666666666668,4.960827497665733
